ori,agency_type_name,EDITED,agency_name [EDIT THIS COLUMN],pub_agency_name,icpsr_name
TX1870000,County,,Polk County Sheriff's Department,Polk,Polk County Sheriff's Office
TX1870200,City,,Livingston Police Department,Livingston,Livingston Police Department
TX1870400,City,,Corrigan Police Department,Corrigan,Corrigan Police Department
TX1870800,City,,Onalaska Police Department,Onalaska,Onalaska Police Department
TX1880000,County,,Potter County Sheriff's Department,Potter,Potter County Sheriff's Office
TX1880100,City,,Amarillo Police Department,Amarillo,Amarillo Police Department
TX1880200,University or College,,Amarillo College,Amarillo College,Amarillo College Police Dept.
TX1880400,University or College,,Texas State Technical College: Amarillo,Texas State Technical College: Amarillo,Amarillo Technical Center Dept Of Public Safety
TX1880600,Other,,Amarillo International Airport,Amarillo International Airport,Amarillo Airport Police Dept.
TX1890000,County,,Presidio County Sheriff's Department,Presidio,Presidio County Sheriff's Office
TX1890100,City,,Marfa Police Department,Marfa,Marfa Police Department
TX1890600,City,,Presidio Police Department,Presidio,Presidio Police Department
TX1900000,County,,Rains County Sheriff's Department,Rains,Rains County Sheriff's Office
TX1910000,County,,Randall County Sheriff's Department,Randall,Randall County Sheriff's Office
TX1910100,City,,Canyon Police Department,Canyon,Canyon Police Department
TX1910300,University or College,,West Texas A&M University,West Texas A&M University,West Texas A & M University Police Dept.
TX1920000,County,,Reagan County Sheriff's Department,Reagan,Reagan County Sheriff's Office
TX1920100,City,,Big Lake Police Department,Big Lake,Big Lake PD
TX1930000,County,,Real County Sheriff's Department,Real,Real County Sheriff's Office
TX1940000,County,,Red River County Sheriff's Department,Red River,Red River County Sheriff's Office
TX1940100,City,,Clarksville Police Department,Clarksville,Clarksville Police Department
TX1940300,City,,Bogata Police Department,Bogata,Bogata Police Department
TX1950000,County,,Reeves County Sheriff's Department,Reeves,Reeves County Sheriff's Office
TX1950200,City,,Pecos Police Department,Pecos,Pecos Police Department
TX1960000,County,,Refugio County Sheriff's Department,Refugio,Refugio County Sheriff's Office
TX1960100,City,,Refugio Police Department,Refugio,Refugio Police Department
TX1970000,County,,Roberts County Sheriff's Department,Roberts,Roberts County Sheriff's Office
TX1980000,County,,Robertson County Sheriff's Department,Robertson,Robertson County Sheriff's Office
TX1980100,City,,Bremond Police Department,Bremond,Bremond Police Department
TX1980200,City,,Calvert Police Department,Calvert,Calvert Police Department
TX1980300,City,,Hearne Police Department,Hearne,Hearne Police Department
TX1990000,County,,Rockwall County Sheriff's Department,Rockwall,Rockwall County Sheriff's Office
TX1990100,City,,Rockwall Police Department,Rockwall,Rockwall Police Department
TX1990200,City,,Royse City Police Department,Royse City,Royse City Police Department
TX1990300,City,,Heath Police Department,Heath,Heath Police Department
TX2000000,County,,Runnels County Sheriff's Department,Runnels,Runnels County Sheriff's Office
TX2000100,City,,Ballinger Police Department,Ballinger,Ballinger Police Department
TX2000300,City,,Winters Police Department,Winters,Winters Police Department
TX2000700,City,,Miles Police Department,Miles,City Of Miles Police Department
TX2010000,County,,Rusk County Sheriff's Department,Rusk,Rusk County Sheriff's Office
TX2010100,City,,Henderson Police Department,Henderson,Henderson Police Department
TX2010300,City,,Overton Police Department,Overton,Overton Police Department
TX2011100,City,,Tatum Police Department,Tatum,Tatum Police Department
TX2020000,County,,Sabine County Sheriff's Department,Sabine,Sabine County Sheriff's Office
TX2020100,City,,Hemphill Police Department,Hemphill,Hemphill Police Department
TX2020200,City,,Pineland Police Department,Pineland,Pineland Police Department
TX2030000,County,,San Augustine County Sheriff's Department,San Augustine,San Augustine County Sheriff's Office
TX2030100,City,,San Augustine Police Department,San Augustine,San Augustine Police Dept
TX2040000,County,,San Jacinto County Sheriff's Department,San Jacinto,San Jacinto County Sheriff's Office
TX2040200,Other,,San Jacinto County Constable's Office,San Jacinto County Constable's Office,Constable's Office Pct 2 Shepherd
TX2050000,County,,San Patricio County Sheriff's Department,San Patricio,San Patricio County Sheriff's Office
TX2050100,City,,Ingleside Police Department,Ingleside,Ingleside Police Department
TX2050200,City,,Mathis Police Department,Mathis,Mathis Police Department
TX2050300,City,,Portland Police Department,Portland,Portland Police Department
TX2050400,City,,Sinton Police Department,Sinton,Sinton Police Department
TX2050500,City,,Taft Police Department,Taft,Taft Police Department
TX2050800,City,,Gregory Police Department,Gregory,Gregory Police Department
TX2051600,Other,,Independent School District: Taft,Independent School District: Taft,Taft I.S.D. Police Dept.
TX2051700,City,,Lake City Police Department,Lake City,Lake City Police Department
TX2060000,County,,San Saba County Sheriff's Department,San Saba,San Saba County Sheriff's Office
TX2060100,City,,San Saba Police Department,San Saba,San Saba Police Department
TX2070000,County,,Schleicher County Sheriff's Department,Schleicher,Schleicher County Sheriff's Office
TX2080000,County,,Scurry County Sheriff's Department,Scurry,Scurry County Sheriff's Office
TX2080100,City,,Snyder Police Department,Snyder,Snyder Police Department
TX2080600,University or College,,Western Texas College,Western Texas College,Western Texas College Police Dept.
TX2090000,County,,Shackelford County Sheriff's Department,Shackelford,Shackelford County Sheriff's Office
TX2090100,City,,Albany Police Department,Albany,Albany Police Department
TX2100000,County,,Shelby County Sheriff's Department,Shelby,Shelby County Sheriff's Office
TX2100100,City,,Center Police Department,Center,Center Police Department
TX2101300,City,,Timpson Police Department,Timpson,Timpson Police Dept.
TX2110000,County,,Sherman County Sheriff's Department,Sherman,Sherman County Sheriff's Office
TX2110100,City,,Stratford Police Department,Stratford,Stratford Police Department
TX2120000,County,,Smith County Sheriff's Department,Smith,Smith County Sheriff's Office
TX2120100,City,,Arp Police Department,Arp,Arp Police Department
TX2120200,City,,Lindale Police Department,Lindale,Lindale Police Department
TX2120300,City,,Troup Police Department,Troup,Troup Police Department
TX2120400,City,,Tyler Police Department,Tyler,Tyler Police Department
TX2120500,City,,Whitehouse Police Department,Whitehouse,Whitehouse Police Department
TX2120800,University or College,,Tyler Junior College,Tyler Junior College,Tyler Junior College Campus Police Dept.
TX2120900,University or College,,University of Texas: Tyler,University of Texas: Tyler,University Of Texas - Tyler Police
TX2121000,University or College,,"University of Texas: Health Science Center, Tyler","University of Texas: Health Science Center, Tyler",Ut Health Science Center At Tyler Police Dept
TX2121300,Other,,Smith County Constable's Office,Smith County Constable's Office,Constable's Office Pct 4 Winona
TX2121500,City,,Bullard Police Department,Bullard,Bullard Police Department
TX2121900,Other,,Independent School District: Tyler,Independent School District: Tyler,Tyler I.S.D. Police Dept.
TX2130000,County,,Somervell County Sheriff's Department,Somervell,Somervell County Sheriff's Office
TX2140000,County,,Starr County Sheriff's Department,Starr,Starr County Sheriff's Office
TX2140100,City,,La Grulla Police Department,La Grulla,La Grulla Police Department
TX2140200,City,,Rio Grande City Police Department,Rio Grande City,Rio Grande Police Department
TX2140300,City,,Roma Police Department,Roma,Roma Police Department
TX2141000,Other,,Independent School District: Rio Grande City,Independent School District: Rio Grande City,Rio Grande City C.I.S.D. Police Dept.
TX2150000,County,,Stephens County Sheriff's Department,Stephens,Stephens County Sheriff's Office
TX2150100,City,,Breckenridge Police Department,Breckenridge,Breckenridge Police Department
TX2160000,County,,Sterling County Sheriff's Department,Sterling,Sterling County Sheriff's Office
TX2170000,County,,Stonewall County Sheriff's Department,Stonewall,Stonewall County Sheriff's Office
TX2180000,County,,Sutton County Sheriff's Department,Sutton,Sutton County Sheriff's Office
TX2180100,City,,Sonora Police Department,Sonora,Sonora Police Department
TX2190000,County,,Swisher County Sheriff's Department,Swisher,Swisher County Sheriff's Office
TX2190100,City,,Happy Police Department,Happy,Happy PD
TX2190200,City,,Kress Police Department,Kress,Kress Police Department
TX2190300,City,,Tulia Police Department,Tulia,Tulia Police Department
TX2200000,County,,Tarrant County Sheriff's Department,Tarrant,Tarrant County Sheriff's Office
TX2200100,City,,Arlington Police Department,Arlington,Arlington Police Department
TX2200200,City,,Azle Police Department,Azle,AZle Police Department
TX220027Y,Federal,,"Department of Housing and Urban Development, Fort Worth","Department of Housing and Urban Development, Fort Worth",
TX2200300,City,,Bedford Police Department,Bedford,Bedford Police Department
TX2200400,City,,Benbrook Police Department,Benbrook,Benbrook Police Department
TX2200500,City,,Blue Mound Police Department,Blue Mound,Blue Mound Police Department
TX2200600,City,,Crowley Police Department,Crowley,Crowley Police Department
TX2200700,City,,Dalworthington Gardens Police Department,Dalworthington Gardens,Dalworthington Gardens Police Department
TX2200900,City,,Euless Police Department,Euless,Euless Police Department
TX2201000,City,,Everman Police Department,Everman,Everman Police Department
TX2201100,City,,Forest Hill Police Department,Forest Hill,Forest Hill Police Department
TX2201200,City,,Fort Worth Police Department,Fort Worth,Fort Worth Police Department
TX2201300,City,,Grapevine Police Department,Grapevine,Grapevine Police Department
TX2201400,City,,Haltom City Police Department,Haltom City,Haltom City Police Department
TX2201600,City,,Hurst Police Department,Hurst,Hurst Police Department
TX2201700,City,,Kennedale Police Department,Kennedale,Kennedale Police Department
TX2201800,City,,Lakeside Police Department,Lakeside,Lakeside Police Department
TX2201900,City,,Lake Worth Police Department,Lake Worth,Lake Worth Police Department
TX2202000,City,,Mansfield Police Department,Mansfield,Mansfield Police Department
TX2202100,City,,North Richland Hills Police Department,North Richland Hills,North Richland Hills Police Department
TX2202200,City,,Richland Hills Police Department,Richland Hills,Richland Hills Police Department
TX2202300,City,,River Oaks Police Department,River Oaks,River Oaks Police Department
TX2202400,City,,Saginaw Police Department,Saginaw,Saginaw Police Department
TX2202500,City,,Sansom Park Village Police Department,Sansom Park Village,Sansom Park Police Department
TX2202600,City,,Watauga Police Department,Watauga,Watauga Police Department
TX2202700,City,,Westover Hills Police Department,Westover Hills,Westover Hills Police Department
TX2202800,City,,Westworth Police Department,Westworth,Westworth Village Police Department
TX2202900,City,,White Settlement Police Department,White Settlement,White Settlement Police Department
TX2203000,City,,Keller Police Department,Keller,Keller Police Department
TX2203100,City,,Pantego Police Department,Pantego,Pantego Police Department
TX2203200,City,,Southlake Police Department,Southlake,Southlake Dept Of Public Safety - Police
TX2203300,University or College,,University of Texas: Arlington,University of Texas: Arlington,University Of Texas - Arlington Police
TX2203400,City,,Westworth Police Department,Westworth,Westworth PD
TX2203600,Other,,Dallas-Fort Worth International Airport,Dallas-Fort Worth International Airport,Dallas/Fort Worth International Airport D.P.S.
